Protein Accession;Protein Name;Gene ID;Protein Description;MPT896_2690;MPT897_2691;MPT898_2692;MPT899_2693;MPT900_2694;MPT901_2695;MPT902_2696;MPT903_2697;MPT904_2698;MPT905_2699;MPT906_2700;MPT907_2701;MPT908_2702;MPT909_2703;MPT910_2704;MPT911_2705;MPT912_2706;MPT913_2707;MPT914_2708;MPT915_2709
Q9NYH9;UTP6_HUMAN;UTP6;U3 small nucleolar RNA-associated protein 6 homolog;;;;;;;;;;;32.2006;38.5851;30.3434;;;83.4388;32.455;30.5717;;
Q9NYL2;M3K20_HUMAN;MAP3K20;Mitogen-activated protein kinase kinase kinase 20;;32.6159;30.6722;35.8849;;;;19.127;;;25.3619;29.8501;23.7602;;;111.1129;20.056;24.6077;;
Q9NYL4;FKB11_HUMAN;FKBP11;Peptidyl-prolyl cis-trans isomerase FKBP11;8.2223;41.9087;12.7893;9.4511;;;27.3465;3.3758;;;10.1631;9.491;5.503;;;25.541;8.4871;4.4841;;
Q9NYQ3;HAOX2_HUMAN;HAO2;2-Hydroxyacid oxidase 2;;63.7268;40.0182;66.6141;;;45.2328;41.7553;;;41.6233;57.5026;34.4153;78.9568;;;42.9604;;;20.311
Q9NYQ6;CELR1_HUMAN;CELSR1;Cadherin EGF LAG seven-pass G-type receptor 1;31.5433;78.0972;32.3687;34.4087;40.4537;;45.0578;23.4029;;56.2538;23.6304;20.5918;21.0992;;;30.8957;19.4518;29.0137;;41.6362
Q9NYR9;KBRS2_HUMAN;NKIRAS2;NF-kappa-B inhibitor-interacting Ras-like protein 2;;42.6061;25.5286;31.3033;;;28.9941;34.5222;;;41.7628;35.4567;31.2628;40.6763;;55.8865;39.5798;33.0192;;
Q9NYS0;KBRS1_HUMAN;NKIRAS1;NF-kappa-B inhibitor-interacting Ras-like protein 1;;9.64;;;;;;7.2079;;;12.3582;;;;;27.8866;18.444;;;
Q9NYU1;UGGG2_HUMAN;UGGT2;UDP-glucose:glycoprotein glucosyltransferase 2;;;;;;;228.8578;257.0706;;92.0277;217.7085;236.2385;221.9666;;;252.1908;267.2713;207.2868;;568.345
Q9NYV4;CDK12_HUMAN;CDK12;Cyclin-dependent kinase 12;;;15.763;;;;;16.0628;;;40.7314;32.698;24.4599;20.1769;;58.115;35.6884;20.546;30.0537;19.1795
Q9NZ08;ERAP1_HUMAN;ERAP1;Endoplasmic reticulum aminopeptidase 1;72.0381;55.3673;25.0882;22.6162;;;42.0806;39.0378;;;59.4032;53.5436;39.1104;;;113.1146;67.0866;36.8047;31.916;60.9726
Q9NZ09;UBAP1_HUMAN;UBAP1;Ubiquitin-associated protein 1;;64.8492;56.0838;;;;57.8243;;;;83.3431;100.3409;86.3893;101.2442;213.8556;172.7445;115.8623;109.8543;97.5497;114.2271
Q9NZ63;TLS1_HUMAN;C9orf78;Splicing factor C9orf78;;;;;;;16.714;37.6187;;;50.5775;45.6045;24.1606;43.5948;;88.3509;57.1232;;;
Q9NZC4;EHF_HUMAN;EHF;ETS homologous factor;;;;;;;;;;;22.5903;14.4972;;;;33.858;18.6308;6.0682;;
Q9NZD2;GLTP_HUMAN;GLTP;Glycolipid transfer protein;;;9.5806;24.9264;33.6602;;;10.2429;;;148.3425;47.7711;61.6641;;;113.595;93.1644;63.4903;;
Q9NZH0;GPC5B_HUMAN;GPRC5B;G-protein coupled receptor family C group 5 member B;109.7358;44.5027;;;;;;;;;96.4933;;;;;120.3298;39.6186;;;
Q9NZH6;IL37_HUMAN;IL37;Interleukin-37;84.6219;22.3238;;;;;33.3369;75.9901;;99.594;;;34.6302;;;;24.313;;;
Q9NZI7;UBIP1_HUMAN;UBP1;Upstream-binding protein 1;;66.0563;67.2454;32.7575;;;54.5076;60.4507;;66.2859;82.5122;96.6124;49.0768;;49.3202;104.2329;89.9144;54.8028;49.4918;62.6825
Q9NZJ7;MTCH1_HUMAN;MTCH1;Mitochondrial carrier homolog 1;;162.1521;;96.1695;;;114.9368;70.1623;;;182.8706;252.1191;137.2476;;174.115;306.4543;213.5166;183.2052;;168.6945
Q9NZJ9;NUDT4_HUMAN;NUDT4;Diphosphoinositol polyphosphate phosphohydrolase 2;;133.8319;70.3806;;54.3831;;74.5505;60.2086;;;161.9097;158.1195;67.9795;86.9689;77.3143;203.0177;172.0674;80.8178;;
Q9NZM3;ITSN2_HUMAN;ITSN2;Intersectin-2;;19.3672;34.2776;;;;35.789;39.3441;;;36.0349;36.7833;34.8;;;48.1204;36.14;27.2563;;
Q9NZN8;CNOT2_HUMAN;CNOT2;CCR4-NOT transcription complex subunit 2;;32.7191;14.2673;29.8778;;;18.4971;19.9342;;;68.5283;41.7368;44.9018;;;98.6455;59.8901;35.0762;;54.3629
Q9NZQ7;PD1L1_HUMAN;CD274;Programmed cell death 1 ligand 1;;;41.5098;;;;49.9703;54.265;;;156.8443;150.2552;158.5282;113.862;91.7034;117.9302;154.6269;195.4234;91.0176;128.9361
Q9P016;THYN1_HUMAN;THYN1;Thymocyte nuclear protein 1;;;53.0047;;;;38.2765;40.3793;;;67.9905;56.9452;36.0719;;105.7581;63.6995;57.9;40.5988;;57.455
Q9P032;NDUF4_HUMAN;NDUFAF4;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4;91.8589;58.8054;78.5249;57.3929;;;84.8995;74.2842;;;94.6996;86.5472;34.9147;;;92.1776;66.312;82.5383;50.6157;
Q9P086;MED11_HUMAN;MED11;Mediator of RNA polymerase II transcription subunit 11;;;17.5115;;;;;29.0802;;;35.0995;;22.1213;;;45.4193;12.9627;25.19;;
Q9P0J1;PDP1_HUMAN;PDP1;[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial;;42.8209;36.5341;;;;26.2899;33.648;;;194.778;239.4277;107.7;;137.0402;209.4516;174.8505;109.0858;59.2265;91.943
Q9P0K1;ADA22_HUMAN;ADAM22;Disintegrin and metalloproteinase domain-containing protein 22;;;11.1691;12.8534;;;;10.4345;;;;34.7505;;;;39.9432;20.2863;18.9709;;21.8997
Q9P0S2;COX16_HUMAN;COX16;Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial;;;84.1775;;;;49.2029;110.3447;;;81.2948;81.6006;55.5907;;;32.7592;51.1689;54.726;;
Q9P1F3;ABRAL_HUMAN;ABRACL;Costars family protein ABRACL;;43.5304;52.4045;;;;33.4096;71.7517;;;399.5535;135.3264;253.272;65.1928;;553.3069;195.7105;317.3584;46.3345;60.1962
Q9P1Y5;CAMP3_HUMAN;CAMSAP3;Calmodulin-regulated spectrin-associated protein 3;;;;;;;;;;;;35.5141;29.8187;;;93.0896;32.7182;27.2513;;38.6532
Q9P215;POGK_HUMAN;POGK;Pogo transposable element with KRAB domain;;26.0167;27.5895;;;;25.9655;20.5041;;;35.8763;45.9459;37.9346;;;91.3247;49.2105;44.1032;;
Q9P266;JCAD_HUMAN;JCAD;Junctional cadherin 5-associated protein;;;;;;;57.4569;;;;131.6818;112.8545;54.4068;;141.1009;218.8763;114.7007;65.7897;;90.2327
Q9P270;SLAI2_HUMAN;SLAIN2;SLAIN motif-containing protein 2;;37.0563;43.7668;;;;;56.4685;;;97.2788;98.2917;60.8723;;103.5631;148.4964;81.2672;76.1675;;91.4837
Q9P273;TEN3_HUMAN;TENM3;Teneurin-3;208.3486;81.4787;59.7942;;;;63.7659;57.79;;;265.4474;277.2794;245.2183;200.3434;171.8618;350.8198;238.3529;353.5717;202.057;230.0973
Q9P289;STK26_HUMAN;STK26;Serine/threonine-protein kinase 26;;48.1219;42.3186;45.807;42.8538;;44.927;38.0089;;;111.8487;88.944;66.8781;;59.4162;147.9528;93.1254;73.7055;44.5208;48.1491
Q9P2K5;MYEF2_HUMAN;MYEF2;Myelin expression factor 2;;106.3501;92.0429;;;110.0619;110.1289;86.1856;;;79.1069;86.2833;38.8839;;;91.7476;64.5547;44.8006;;
Q9P2M7;CING_HUMAN;CGN;Cingulin;;;37.6643;59.9157;;;;;;;146.5928;158.77;94.775;114.0874;147.9323;199.1878;144.1543;88.7824;149.442;154.9105
Q9P2R7;SUCB1_HUMAN;SUCLA2;Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial;;173.5977;172.3468;101.4038;96.0874;;155.4391;144.447;;;139.3211;192.7566;132.6165;95.3209;134.8467;158.0487;147.4037;132.9902;110.3295;90.9281
Q9P2S5;WRP73_HUMAN;WRAP73;WD repeat-containing protein WRAP73;;38.1719;23.2441;36.2815;;;32.925;18.5744;;;48.4471;39.4289;28.1678;;;72.8859;40.0824;21.8054;;20.3269
Q9P2W1;HOP2_HUMAN;PSMC3IP;Homologous-pairing protein 2 homolog;;;3.845;;;;;;;;;2.5452;;;;7.6068;5.4204;;;
Q9P2X0;DPM3_HUMAN;DPM3;Dolichol-phosphate mannosyltransferase subunit 3;228.9717;175.3436;155.0635;174.2142;182.0349;309.295;227.7154;173.7873;;159.1027;254.6188;127.1369;229.2546;;134.7425;280.5971;161.504;249.9677;149.9899;147.3869
Q9P2X3;IMPCT_HUMAN;IMPACT;Protein IMPACT;;74.9991;45.8278;;;;;68.9049;;;100.1743;108.0327;95.9532;;;163.9173;118.3344;116.5673;107.8501;53.7899
Q9UBB4;ATX10_HUMAN;ATXN10;Ataxin-10;24.8377;24.5541;17.2669;24.5671;42.6021;;22.3557;20.2592;;44.7497;51.4043;36.7916;31.0264;21.9138;30.0831;48.9845;46.0618;27.842;20.8591;28.1561
Q9UBB5;MBD2_HUMAN;MBD2;Methyl-CpG-binding domain protein 2;63.8206;45.2991;36.3998;41.5398;;76.8422;39.6588;44.1895;;;39.5235;50.3808;51.0013;34.714;88.1964;54.0947;32.7648;38.1971;;45.8738
Q9UBB9;TFP11_HUMAN;TFIP11;Tuftelin-interacting protein 11;70.7736;82.1412;42.0212;71.8604;99.5851;;53.6219;38.1264;;;78.2485;56.7639;61.7134;;127.5789;79.7684;64.8947;69.1178;61.8525;124.1994
Q9UBE0;SAE1_HUMAN;SAE1;SUMO-activating enzyme subunit 1;;;53.2946;;;;20.2002;100.3564;;;57.4337;37.6572;23.3535;;;43.8495;19.563;22.1437;;
Q9UBG3;CRNN_HUMAN;CRNN;Cornulin;201.3364;;38.9942;46.2344;374.4779;68.0299;32.0851;;;64.0676;46.341;;83.37;;;;24.7058;27.1008;50.8618;34.7135
Q9UBI1;COMD3_HUMAN;COMMD3;COMM domain-containing protein 3;;15.4394;8.2698;9.4686;;;10.8156;14.88;;;27.8867;17.7232;17.623;;;24.0962;16.8063;13.9009;;
Q9UBN7;HDAC6_HUMAN;HDAC6;Histone deacetylase 6;;197.5456;233.0114;;;;179.1381;291.1369;;;139.9336;106.3481;152.8494;;;111.14;120.0145;135.2368;;124.4001
Q9UBP6;TRMB_HUMAN;METTL1;tRNA (guanine-N(7)-)-methyltransferase;;31.3853;14.7815;;;;9.1429;19.6847;;;26.1586;20.3918;27.0513;;;38.8993;21.5218;16.4748;;5.5054
Q9UBP9;GULP1_HUMAN;GULP1;PTB domain-containing engulfment adapter protein 1;;37.0983;63.9924;;;77.5335;34.8018;;;110.8839;43.5485;54.3515;32.5033;;;61.9751;48.3178;45.5075;;
Q9UBQ0;VPS29_HUMAN;VPS29;Vacuolar protein sorting-associated protein 29;;273.7911;147.4391;209.3235;;;329.257;152.8017;;;130.9284;144.4987;197.5921;147.3415;180.2681;;124.6895;159.1721;170.9837;
Q9UBQ6;EXTL2_HUMAN;EXTL2;Exostosin-like 2;;;35.457;41.315;;;27.1088;21.5759;;52.4704;65.2429;44.1991;27.5286;62.389;;60.3587;48.8729;47.9966;;44.4887
Q9UBT2;SAE2_HUMAN;UBA2;SUMO-activating enzyme subunit 2;;165.1144;179.4065;113.0958;;;144.6722;196.7283;;601.1091;117.4829;118.8833;;;;114.8626;109.7882;95.4112;;374.8553
Q9UBU9;NXF1_HUMAN;NXF1;Nuclear RNA export factor 1;;33.0293;28.5845;35.5074;;;37.8419;19.853;;;35.1775;47.5221;32.5245;46.5037;;49.612;42.0173;35.5862;51.6985;20.5325
Q9UBV2;SE1L1_HUMAN;SEL1L;Protein sel-1 homolog 1;;20.1128;32.3254;;;;20.2848;39.0386;;;59.9425;39.978;40.9395;;;85.8191;48.6391;45.0572;;
Q9UBW8;CSN7A_HUMAN;COPS7A;COP9 signalosome complex subunit 7a;126.7822;31.1081;27.015;;;;39.5818;26.6173;;;48.2185;39.6365;;;;78.7745;59.3402;38.8353;;
Q9UBZ4;APEX2_HUMAN;APEX2;DNA-(apurinic or apyrimidinic site) endonuclease 2;;116.7038;87.5156;;;;;76.0262;;;;50.3229;;;;;33.064;;;
Q9UDY2;ZO2_HUMAN;TJP2;Tight junction protein ZO-2;;47.9224;75.701;142.1075;183.3219;;249.9717;;;513.5371;174.0475;186.3091;193.3912;334.2069;347.2635;246.4016;198.1619;241.2521;399.9268;356.0825
Q9UEG4;ZN629_HUMAN;ZNF629;Zinc finger protein 629;;56.5757;40.9989;38.2455;;;41.9491;43.4476;;;68.4152;53.6985;53.7405;;76.6074;87.3032;55.7551;69.5146;68.2165;53.8143
Q9UEW8;STK39_HUMAN;STK39;STE20/SPS1-related proline-alanine-rich protein kinase;;28.4314;19.4198;;;;;38.3388;;;98.961;68.2268;44.703;;;212.0682;67.9634;50.0796;;
Q9UEY8;ADDG_HUMAN;ADD3;Gamma-adducin;;39.7373;49.2145;49.6873;;;52.2365;48.7762;;;82.5416;68.6015;71.4912;122.4378;142.856;80.0633;61.8432;70.4761;119.326;124.599
Q9UFF9;CNOT8_HUMAN;CNOT8;CCR4-NOT transcription complex subunit 8;;;;;;;32.5391;56.8354;;;65.9985;50.5546;60.2265;57.0991;51.2054;76.982;54.8466;62.9068;69.683;67.4184
Q9UFN0;NPS3A_HUMAN;NIPSNAP3A;Protein NipSnap homolog 3A;;;55.5111;70.5814;;;46.792;56.2776;;;50.0697;36.6252;80.2613;;;73.1317;36.5086;66.404;48.7874;
Q9UFW8;CGBP1_HUMAN;CGGBP1;CGG triplet repeat-binding protein 1;;97.7981;117.3188;26.5066;;;48.7632;87.0909;;;95.9516;109.8602;39.6228;;;166.124;92.669;38.1223;;56.4975
Q9UGI8;TES_HUMAN;TES;Testin;46.931;80.3759;73.5428;67.8096;;;75.8432;64.9401;;133.2706;222.5315;178.8902;243.2111;108.624;251.8775;259.7525;216.8863;236.9493;162.525;173.6503
Q9UGM3;DMBT1_HUMAN;DMBT1;Deleted in malignant brain tumors 1 protein;314.7342;55.1361;52.3095;128.8145;412.5983;96.3043;62.0746;73.3931;;143.4917;53.8686;57.4285;115.9692;119.714;69.924;69.2606;70.4349;65.2751;81.4908;378.0548
Q9UGM6;SYWM_HUMAN;WARS2;Tryptophan--tRNA ligase, mitochondrial;;57.654;43.1886;;;;34.5072;40.9964;;;46.5587;51.1642;35.245;;42.9019;58.6029;36.6533;31.4004;;
Q9UH65;SWP70_HUMAN;SWAP70;Switch-associated protein 70;;53.1344;68.0562;;;41.0142;48.1466;57.3924;;61.9385;65.5055;59.2523;44.1256;63.8174;48.0455;95.7938;50.6006;54.9594;37.4837;
Q9UH99;SUN2_HUMAN;SUN2;SUN domain-containing protein 2;36.7827;34.339;28.3768;74.16;;;40.8889;36.3187;;;87.9294;70.8048;50.7162;;52.0612;80.7944;66.6289;65.4707;77.0342;43.6964
Q9UHB6;LIMA1_HUMAN;LIMA1;LIM domain and actin-binding protein 1;;;186.1709;;;;186.0948;;;238.8687;828.3473;1120.0696;572.9095;638.6127;944.5861;982.3259;958.8303;577.8229;741.3451;662.0005
Q9UHF1;EGFL7_HUMAN;EGFL7;Epidermal growth factor-like protein 7;200.7744;354.9682;351.2256;120.8643;123.6121;238.312;228.074;309.0061;;119.288;331.1002;245.4089;175.5822;45.8224;152.0302;838.5949;319.7395;186.6649;53.7331;88.6985
Q9UHK0;NUFP1_HUMAN;NUFIP1;FMR1-interacting protein NUFIP1;;;;51.0684;;;;;;;63.2814;48.538;33.9693;83.039;86.5719;;48.4599;88.838;;100.4691
Q9UHK6;AMACR_HUMAN;AMACR;Alpha-methylacyl-CoA racemase;;24.3501;15.2813;;;;10.724;19.7983;;;60.1905;56.5559;46.3912;41.7556;33.1709;61.5672;40.8692;56.4279;52.9496;45.0277
Q9UHL4;DPP2_HUMAN;DPP7;Dipeptidyl peptidase 2;146.7856;49.5812;62.1895;98.6146;;;;60.2869;;96.1036;55.7823;35.7177;55.1264;66.7798;;67.6189;46.334;58.5591;82.0726;86.0562
Q9UHN1;DPOG2_HUMAN;POLG2;DNA polymerase subunit gamma-2;;128.9644;204.1733;;;;119.0715;190.8053;;;151.0255;163.2752;82.7142;92.8149;;119.6016;110.7421;88.9356;;
Q9UHR4;BI2L1_HUMAN;BAIAP2L1;BAR/IMD domain-containing adapter protein 2-like 1;;72.9523;26.0605;;;;17.0303;19.1524;;;27.9842;33.8452;;;;47.1303;24.1475;13.447;;
Q9UHR6;ZNHI2_HUMAN;ZNHIT2;Zinc finger HIT domain-containing protein 2;;166.617;106.9421;119.2317;;;87.0137;73.3634;;79.8047;184.5629;113.0282;66.4923;;108.6253;156.2899;106.5001;82.1511;;103.6024
Q9UHV7;MED13_HUMAN;MED13;Mediator of RNA polymerase II transcription subunit 13;;36.2828;56.5063;52.6285;;;49.4518;64.8989;;71.4816;61.2621;53.0287;58.9464;103.3451;66.6814;122.7761;71.9897;56.3454;90.7205;94.6651
Q9UHY8;FEZ2_HUMAN;FEZ2;Fasciculation and elongation protein zeta-2;;39.4123;22.6624;;;;26.1559;;;;41.3411;31.8788;27.4068;;;67.3353;35.0126;20.6788;;
Q9UI09;NDUAC_HUMAN;NDUFA12;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12;45.203;81.5274;18.3629;43.7076;92.5144;;120.8947;17.5167;;;78.4108;89.1957;36.2073;;;141.166;76.4623;56.4784;;89.2909
Q9UIA9;XPO7_HUMAN;XPO7;Exportin-7;;130.7662;32.5173;80.787;;;62.9519;47.7678;;126.3011;66.2748;59.7333;94.1044;;;89.6083;60.4144;97.3202;;107.135
Q9UID3;VPS51_HUMAN;VPS51;Vacuolar protein sorting-associated protein 51 homolog;;;;;;;;;;;58.8146;31.0618;32.1913;;;109.2124;30.3023;28.8905;;
Q9UII4;HERC5_HUMAN;HERC5;E3 ISG15--protein ligase HERC5;;;33.5808;;;;;;;;122.8973;157.0724;100.7378;111.8718;157.0119;170.9787;121.2928;220.4382;155.3223;150.2277
Q9UIL1;SCOC_HUMAN;SCOC;Short coiled-coil protein;;36.5189;16.4625;;;;18.664;26.6222;;;32.0963;22.1955;40.5089;;;47.3088;19.6299;34.3251;;16.2288
Q9UIV1;CNOT7_HUMAN;CNOT7;CCR4-NOT transcription complex subunit 7;;;22.3306;65.9208;;;24.0748;44.9246;;;36.9927;;;;;;30.1933;23.1349;;
Q9UJ83;HACL1_HUMAN;HACL1;2-hydroxyacyl-CoA lyase 1;55.9718;62.0417;43.2349;39.453;;;60.4397;41.2777;;;65.3147;68.9681;33.1083;80.639;40.2747;100.6098;68.184;44.5574;30.5031;77.2746
Q9UJA5;TRM6_HUMAN;TRMT6;tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6;43.4223;62.0872;59.4886;;34.0051;;65.316;70.3346;;35.7442;36.0109;34.7959;;;;;49.2511;40.8445;;
Q9UJK0;TSR3_HUMAN;TSR3;18S rRNA aminocarboxypropyltransferase;;59.9362;66.4268;;;;50.1172;47.9793;;;18.099;33.836;;;;43.0288;28.5886;24.9812;;
Q9UJU6;DBNL_HUMAN;DBNL;Drebrin-like protein;;28.4093;47.9972;35.9762;;;42.1793;27.9009;;46.6878;53.8273;51.0113;26.7931;;47.4949;58.4322;46.4216;43.4452;53.9355;
Q9UJW0;DCTN4_HUMAN;DCTN4;Dynactin subunit 4;46.9288;20.1494;27.0351;45.047;66.4944;;35.2088;20.3058;;;22.7051;;28.2709;;;;28.7722;30.2181;50.1087;
Q9UJX6;ANC2_HUMAN;ANAPC2;Anaphase-promoting complex subunit 2;;29.815;21.207;33.2979;;;20.5161;20.3274;;;25.4215;25.6;35.1238;;;27.571;32.9927;25.9117;;25.5182
Q9UK45;LSM7_HUMAN;LSM7;U6 snRNA-associated Sm-like protein LSm7;;;79.4371;106.1251;;;70.1007;;;188.4872;;83.4324;73.889;;229.8023;;79.6133;84.4306;292.5707;185.8839
Q9UK59;DBR1_HUMAN;DBR1;Lariat debranching enzyme;;;;;;;;21.1118;;;40.5994;58.8753;52.2026;;;42.2723;46.468;28.5127;;
Q9UK76;JUPI1_HUMAN;JPT1;Jupiter microtubule associated homolog 1;;81.4538;41.2405;27.7582;;60.5102;47.788;89.9804;;;179.1753;74.2158;83.3252;53.5482;51.1508;175.8051;108.3675;65.1006;16.2759;74.8995
Q9UK99;FBX3_HUMAN;FBXO3;F-box only protein 3;;43.2696;19.5987;;;;29.7823;27.4623;;;27.974;28.5296;19.9205;;;38.4771;19.8613;14.7958;;
Q9UKE5;TNIK_HUMAN;TNIK;TRAF2 and NCK-interacting protein kinase;;;;;;;;;;;234.1156;190.1429;83.716;255.3633;258.0824;273.2193;179.9064;100.2519;414.6321;211.5165
Q9UKG9;OCTC_HUMAN;CROT;Peroxisomal carnitine O-octanoyltransferase;;37.238;33.446;;;;36.2078;34.4186;;;37.5102;38.7924;;;;45.4901;26.1461;;;
Q9UKI2;BORG2_HUMAN;CDC42EP3;Cdc42 effector protein 3;;;;;;;;;;;49.1135;56.3012;18.071;;27.9724;91.6887;30.2854;17.7536;10.0402;
Q9UKJ3;GPTC8_HUMAN;GPATCH8;G patch domain-containing protein 8;;24.2735;36.2312;25.0488;;31.6053;29.1661;37.6104;;59.5791;46.0727;43.8366;27.6055;51.1628;47.6881;70.9262;39.5753;28.0393;;86.9409
Q9UKK3;PARP4_HUMAN;PARP4;Protein mono-ADP-ribosyltransferase PARP4;;102.5902;85.9171;53.9165;73.3233;;64.8164;91.1296;;132.3834;48.8523;46.4952;26.4351;;41.2525;75.2511;47.03;30.7173;;76.6434
Q9UKU7;ACAD8_HUMAN;ACAD8;Isobutyryl-CoA dehydrogenase, mitochondrial;;36.7564;19.9745;;;;;33.0459;;;48.8725;61.6743;33.4131;;;58.8265;43.0067;47.7012;;
Q9UKV8;AGO2_HUMAN;AGO2;Protein argonaute-2;;32.2231;32.0507;39.3774;;;24.593;27.8865;;16.5441;;23.4271;39.7662;;;46.8974;34.1354;35.1128;;
Q9UKX7;NUP50_HUMAN;NUP50;Nuclear pore complex protein Nup50;;102.1476;55.2164;;;;62.2606;;;92.5982;129.6407;139.263;80.3537;95.6158;145.7308;148.449;153.3648;87.6091;75.9201;133.0421
Q9UKZ1;CNO11_HUMAN;CNOT11;CCR4-NOT transcription complex subunit 11;;4.843;5.9483;;;;;;;;24.6456;11.5636;11.2385;;;27.3745;22.9518;18.777;;
Q9UL03;INT6_HUMAN;INTS6;Integrator complex subunit 6;;50.6919;;40.3345;;;;36.5738;;;58.7434;74.6453;39.621;;;82.2303;57.8794;55.5007;;26.5378
Q9UL15;BAG5_HUMAN;BAG5;BAG family molecular chaperone regulator 5;;53.5591;64.3248;51.8481;;;42.6722;43.3772;;;55.5082;47.8072;50.4558;;;64.5966;48.3762;39.0838;;
Q9UL33;TPC2L_HUMAN;TRAPPC2L;Trafficking protein particle complex subunit 2-like protein;;150.2357;95.1914;81.9239;;;92.4344;155.2466;;;178.1027;182.1105;125.7926;;147.0718;207.1039;222.7101;123.9022;76.9493;
Q9UL40;ZN346_HUMAN;ZNF346;Zinc finger protein 346;;83.5679;14.7438;;;;103.9683;20.8029;;;124.1318;80.1823;;;;417.3705;100.8423;;;
Q9UL52;TM11E_HUMAN;TMPRSS11E;Transmembrane protease serine 11E;;;;;;;;;;;127.8879;132.904;121.2933;;82.0151;257.045;89.5206;129.5591;;93.5741
Q9UL54;TAOK2_HUMAN;TAOK2;Serine/threonine-protein kinase TAO2;;43.7421;31.7859;;;;47.1537;43.3064;;;45.3115;60.0672;33.602;26.656;;96.8565;53.5525;37.8089;;65.2102
Q9ULA0;DNPEP_HUMAN;DNPEP;Aspartyl aminopeptidase;;;33.4568;63.0871;;;53.1787;;;;55.7174;50.1582;47.9772;66.0682;;76.0757;54.1503;49.194;61.0884;
Q9ULC3;RAB23_HUMAN;RAB23;Ras-related protein Rab-23;;;31.4077;;;;32.8156;;;;43.309;31.6282;23.0413;;;;24.2407;30.4998;27.6762;
Q9ULE0;WWC3_HUMAN;WWC3;Protein WWC3;;57.4289;39.1689;33.5067;;;35.2867;40.5813;;68.2782;36.7292;40.1086;23.1499;23.288;;68.4929;36.8066;29.6653;42.4274;42.866
Q9ULG1;INO80_HUMAN;INO80;Chromatin-remodeling ATPase INO80;70.5667;50.879;52.7168;85.933;197.2275;86.8834;53.3192;76.1814;;185.8546;97.6411;79.8951;81.3144;;200.7785;131.0746;70.5022;74.253;129.5334;144.7915
Q9ULJ1;ODF2L_HUMAN;ODF2L;Protein BCAP;;;;;;;32.4082;9.7975;;;;;;;;;20.1159;;;
Q9ULJ7;ANR50_HUMAN;ANKRD50;Ankyrin repeat domain-containing protein 50;;14.7632;8.7726;;;;10.1936;;;;18.8084;16.7756;15.1772;;;37.7135;21.15;15.4314;;
Q9ULL4;PLXB3_HUMAN;PLXNB3;Plexin-B3;;;;;;;;;;;39.096;32.8148;;;;64.1458;33.6247;28.2266;;
Q9ULM3;YETS2_HUMAN;YEATS2;YEATS domain-containing protein 2;;;;;;;;35.881;;;47.2467;54.7941;;;;126.8627;41.0557;29.2608;;
Q9ULT0;TTC7A_HUMAN;TTC7A;Tetratricopeptide repeat protein 7A;;;17.6401;14.2434;;;11.7707;5.1527;;;26.5821;15.1546;21.0464;18.6943;;21.2355;18.4904;18.7648;;
Q9ULU4;ZMYD8_HUMAN;ZMYND8;MYND-type zinc finger-containing chromatin reader ZMYND8;;;;;;;40.3457;;;;64.6761;72.1807;44.6497;;;104.2162;72.5908;51.9731;;
Q9ULW0;TPX2_HUMAN;TPX2;Targeting protein for Xklp2;;50.422;39.3348;;;83.5906;20.1298;25.3955;;;61.7211;76.6034;38.7664;39.1768;77.9193;249.886;107.7276;48.8978;83.4031;95.268
Q9ULX3;NOB1_HUMAN;NOB1;RNA-binding protein NOB1;;321.9409;224.5804;200.4238;142.6175;;230.2869;205.1809;;191.5357;331.5002;245.5;240.8146;;201.9464;388.6052;269.9114;242.2363;;227.7262
Q9ULZ9;MMP17_HUMAN;MMP17;Matrix metalloproteinase-17;;71.3297;92.7374;;;;;72.9288;;;37.4664;54.5734;68.2563;;;91.1192;25.9174;67.6603;;
Q9UM13;APC10_HUMAN;ANAPC10;Anaphase-promoting complex subunit 10;71.3193;77.0585;66.5513;57.9124;;;56.1439;94.832;;;154.2111;88.5909;71.6309;131.8684;55.4903;263.3724;111.5675;74.1016;;65.245
Q9UMY4;SNX12_HUMAN;SNX12;Sorting nexin-12;;139.8255;107.2588;73.2449;;;110.9916;58.3679;;;212.3648;128.7516;57.2478;;;91.5751;118.6269;74.073;;
Q9UN19;DAPP1_HUMAN;DAPP1;Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide;;;;;;;;;;;24.0751;47.533;54.5808;;;68.0676;62.0391;35.0816;51.3398;
Q9UN66;PCDB8_HUMAN;PCDHB8;Protocadherin beta-8;;39.5154;;;;;;;;;153.9309;174.8481;102.1448;64.031;116.4537;198.9156;140.1965;129.758;103.3436;118.7395
Q9UN71;PCDGG_HUMAN;PCDHGB4;Protocadherin gamma-B4;;;;;;;;;;;91.8867;66.1293;57.0985;;;;73.0947;57.925;;
